delta36,action
f,2
1,1
e,2
1,2
1,2
1,2
3,2
1,2
9,2
1,2
1,2
1,3
5q,2
g,2
1,2
f,1
1,2
1,1
3,2
a,2
6p,1
2r4,2
3,2
1,1
c,2
9gg,2
g,2
g,2
1,2
e,2
7,2
6x,2
2yo,2
35z,2
sey,2
g,2
6o,2
2yq,1
74,2
g,1
64j,2
6az,1
g,0
6b4,1
g,0
m,0
2d4e,3
6o,1
g,3
6o,3
g,1
go9n,2
10x,3
24v,2
6c6,2
1,2
6be,2
1,2
e,2
g,2
34y,2
u,2
seo,2
1,2
v,2
1,2
f,2
5s,1
65i,2
cm3,2
wm7,0
74,0
36,0
3y,0
g,0
1u,0
w,0
hhb,0
vgv,0
17k,0
1,0
f,0
1,0
4f,0
1c,3
w,0
1,0
1,0
e,0
1,0
1,0
4e,0
1c,3
g,0
1,0
1,0
u,0
1,0
1,0
67,0
f,0
1,0
1if,0
yx,0
33,0
1,3
f,0
1,3
6n,0
1,0
f,0
1,0
1,0
3y,0
1t,3
f,0
1,0
1,0
u,0
1,0
1,0
67,0
f,0
1,0
2i7,0
9o0,0
g,0
20g,0
hwo0,2
36e,1
g,2
35c,2
35t,2
356,2
h,3
2,2
vl8,2
1,2
5,2
1,2
p,2
g,2
74,2
18i,3
4un,2
g,2
36d,2
1,2
35r,2
1,2
f,3
1,3
6n,1
64e,2
wvh,0
3z,0
h,0
1s,0
w,0
1nz,1
1,2
9it,0
12p6,2
fk,0
1,0
1,0
1b,0
g,0
68,0
1,0
v,0
6o,0
2q8,0
82t,0
6p,0
1,0
f,0
1,0
6n,1
1,1
65k,0
74,0
11oi,2
f,1
35h,3
1,3
1,3
8,3
6,3
1,3
1,3
e,3
1,3
1,3
1k,3
1,3
1,3
f,3
f,3
1,3
3p,3
1,3
1,3
e,3
1,3
1,3
e,3
1,3
1l,3
1,3
fd0g,2
1b1c,3
5r,2
1,2
1,1
f,2
1,2
1,2
d,2
1,1
1,2
f,2
5r,2
1,2
1,2
f,2
1,2
e,0
h,3
2xb,2
1,2
1,1
f,2
1,2
1,2
1,2
d,1
1,2
2,2
g,2
f,1
59,2
1,2
1,2
f,2
1,2
1,2
1,2
d,1
1,2
x,1
74,1
2jl,2
65,2
1,2
f,2
1,2
1,2
1,2
1,1
b,2
1,2
1,2
2,2
1,2
b,2
5t,2
1,2
f,2
1,2
2,2
1,3
b,2
4,2
2xp,2
g,2
1,2
3,1
b,2
5,2
b,2
69,2
4,2
2y4,2
g,2
1,3
2,2
358,2
vg0,2
5s,2
1,2
1,2
f,2
1,2
3,1
b,2
1,2
1,2
e,2
1,2
5r,2
1,2
g,2
f,2
1,2
f,2
168,0
1d,3
2j3,3
2cg,2
1,2
1,2
f,2
1,2
2,1
c,2
1,2
1,2
2,2
64,2
1,2
1,1
f,2
1,2
e,2
1,2
1,1
2rm,2
65,2
g,2
3,1
c,2
1,2
1,2
2,2
1,2
64,2
g,2
g,2
1,2
3,1
2xo,2
g,1
f,2
1,2
1,2
3,2
b,2
2,2
3,2
6o,2
2xo,1
g,2
1,2
2,1
d,1
1,2
2,2
f,3
1,2
6a5,1
g,2
sfj,2
1,2
g,1
f,2
1,2
67,2
1,2
v,2
ls,0
kw,0
g,0
1,0
w,0
1,0
66,0
1jk,2
1,2
g,2
f,2
g,2
5s,2
1,2
g,2
v,2
635,2
1,2
y,2
65,2
z,2
2y5,1
g,0
4,2
g,0
35q,3
yku,3
f,3
1kh,0
f,3
1,0
1,0
f,0
1c,0
5b,3
h,0
w,0
1hs,1
11b,0
e8,0
2,0
1qo,2
9pr,0
zjz,2
89x,3
68,3
g,3
g,3
17,3
1,3
50,3
g,3
1n,3
1,3
1ebn,2
2msd,3
36o,1
1bds,3
36o,1
34w,1
b227,2
1,3
5r,2
1,2
1,1
f,2
1,2
e,2
2,2
f,2
1,2
5q,2
1,2
1,2
f,2
1,2
e,0
2,1
f,3
15s,3
1rj,2
1,2
1,1
f,2
1,2
2,2
d,1
1,2
x,1
59,2
1,2
g,2
1,2
f,1
1,2
2rm,2
66,2
f,2
1,2
2,2
1,1
b,2
2,2
2,2
1,2
f,2
65,2
3,2
1,2
b,2
4,1
1,1
2xn,2
1,2
g,2
1,2
3,2
b,2
g,2
5s,2
64x,2
3,2
vfg,2
5s,2
1,2
1,2
f,2
f,2
1,2
f,2
1,2
5r,1
1,2
v,2
1,2
f,2
10h,3
52n,2
1,2
1,2
f,2
3,1
c,2
1,2
1,2
g,2
5q,2
1,2
w,1
1,1
2xr,2
g,2
f,2
1,2
1,2
2,2
1,2
64,2
g,2
2z4,2
1,2
3,2
b,2
5,2
6al,2
f,1
1,2
2,2
e,2
3,3
vkb,2
1,2
v,2
68,2
80,2
sg,0
h,0
e7,0
1jk,2
1,2
73,2
1,2
64g,2
1,2
y,2
65,2
14qo,3
f,3
16p,0
73,3
2,0
f,0
dr,3
x,0
2qn,0
1jnp,1
1,1
f,3
6o,3
g,1
2ml8,3
35s,3
1,2
f,1
g,1
29,3
74,3
xb,1
1y8,1
dv74,3
5r,2
2,1
f,2
1,2
g,2
f,2
5r,2
h,2
1,2
2y6,2
1,2
g,2
1,2
f,1
67,2
h,2
1,2
2y7,2
g,2
1,2
2,2
c,2
2,2
6q,2
2yl,2
11r3,2
5s,2
1,2
1,2
1a,2
1,2
5r,2
1c,2
z4,0
1d,3
5r,0
1d,3
g,3
4v4,2
w,2
74,2
2xs,2
1533,2
j,1
g,2
sd,0
g,0
6o,0
g,0
1,0
6n,0
g,0
1,0
w,0
5r,0
g,0
1,0
w,0
1pr,2
1,2
1b9c,3
1,3
e,3
16p,0
6o,0
f,3
1,0
g,0
6n,3
1,0
g,0
g,0
2qo,3
73,0
2,0
72,0
2,0
1jin,3
74,3
2mjk,3
1,3
35r,3
1,2
f,1
1,2
f,1
34w,1
5c7j4,3
g,3
9he,1
1532,1
9gi,3
g,3
f,2
69,3
14wu,3
35s,3
34y,1
g,3
e,1
2,3
e,3
5u,0
2z4,3
f,0
e,0
2,0
6o,0
e,0
1b6b,1
g,1
g,1
1899,0
35d,3
1bn3,0
2yo,0
35s,0
fc1u,1
2ys,2
a,1
1,2
2,2
3,1
1,1
70,1
77,3
1,3
2qx,2
1,3
5,1
1,2
a,2
1,3
k,1
1,1
62,2
11,0
63,1
m,1
14ov,2
1,2
73,2
2x6,3
1,2
1,2
g,3
1,3
3,2
1,2
1,2
8,2
2,2
1,2
3,2
c,1
5r,2
h,2
1,2
3,2
1,2
b,1
1,0
3,0
1,0
b,2
2xa,2
1,1
g,2
1,2
4,2
1,2
a,1
1,2
4,2
1,2
6n,2
1,2
f,0
1,0
2xl,1
1,1
g,1
1,3
1,2
e,1
1,2
1,3
3,2
1,2
1,2
8,2
1,2
1,1
1,2
3,2
1,2
63,3
1,3
e,2
1,1
1,1
f,1
1,2
6m,1
5,3
1,3
2qi,3
g,1
4,1
1,2
1,2
1,2
d,2
2,2
1,2
6n,0
e,2
2xp,2
f,1
3,2
3,2
a,2
35c,2
1,2
g,2
35b,1
1,2
35b,2
1,2
f,2
1,2
1,2
e,2
1,2
68,1
f,2
1,2
g,1
p28,2
4,1
c,2
4,2
1,2
1,2
8,2
1,2
1,2
4,2
1,2
1,2
8,2
1,2
5,2
5o,2
g,2
4,2
a,2
6,1
1,1
9,2
100,3
74,3
1qo,1
2,1
1,1
3,2
1,2
b,3
1,1
d,2
2,2
1,1
3,1
1,1
61,1
2,1
1,1
3,1
1,1
r,1
2xa,1
1,1
1,3
e,1
1,2
2,2
3,2
1,2
9,2
1,2
2,2
3,2
1,2
1,2
e,2
1,2
9,2
7,2
55,2
1,1
g,2
2,3
3,2
1,2
a,2
2,2
3,2
1,2
7k,1
2q1,1
1,1
g,1
1,2
e,2
1,2
1,3
1,3
2,2
1,2
1,2
1,2
a,2
1,2
3,2
1,3
1,2
61,3
g,1
1,2
1,1
3,1
1,1
1,1
a,2
4,3
1,3
2y6,3
1,2
1,2
1,2
f,2
6o,1
g,2
2xm,1
l,2
34q,1
1,2
w,2
1,2
34u,1
1,2
35s,2
1,2
f,2
1,2
f,2
1,2
g,2
67,2
g,2
1,2
ve6,2
6,1
1,1
1,2
9,2
5,1
1,1
1,1
9,1
6d,2
1,2
9,1
6,1
b,1
6d,1
1,1
2rd,1
6,1
1,1
a,1
1,1
l,1
62,1
1,1
k,1
1,1
a,1
5,1
1,1
67,1
1,1
b,1
fe7,1
1,1
7j,1
1,1
p44,0
1,0
e8,0
2rj,0
1,0
34b,2
g,2
35g,1
1,1
a,1
1,2
4,1
1,1
b,1
4,2
1,2
67,2
w,1
1,1
1,2
63y,2
6bw,0
35s,0
p9f,0
fte,0
g,0
36y,0
1805,3
6o,1
1,3
f,3
1,3
f,3
1,3
67,3
1,3
f,1
44cs,2
b26n,2
g,2
f,2
69,2
2yn,2
1,1
g,2
74,2
64k,1
g,2
6ak,2
g,2
1,2
6b3,2
g,2
1,2
p9r,2
g,1
g,2
68,2
2z5,2
72,1
2y8,1
1,2
g,2
g,2
5,2
1,2
1,2
61,2
f,1
1,3
g,2
5,2
1,2
2y4,2
j,2
1,2
14wf,3
3cw,3
357,1
6n,1
1,2
74,1
g,1
2r9,1
1,1
6ch,0
35p,0
vmq,1
4ax,0
jzew,0
zy0,0
74,0
jsvo,2
i,2
6b4,2
g,2
6aj,2
1,2
h,2
vl9,2
1,2
v,2
1,2
iyo,2
1,2
1,2
yr2,2
6cg,2
1,2
73,0
14w1,0
74,0
2z3,0
34w,1
19in,0
68,3
w,0
2yp,3
73,0
1,0
gtbj,2
1,2
1,2
f,2
1,2
1,2
d,2
68,2
1,2
1,2
f,2
2y7,2
1,2
1,2
f,2
1,2
1,2
d,2
1,2
1,2
1,2
65,2
1,2
1,2
f,2
1,2
1,2
e,1
2xu,1
g,2
f,2
1,2
f,2
5t,1
g,2
e,1
1,1
1,2
f,2
6n,1
2qp,2
f,2
1,2
3,1
g,2
6k,2
2y7,2
1,2
1,2
f,2
1,2
1,2
d,2
6a,2
64g,2
sfy,2
1,2
1,2
f,2
f,2
1,2
6,2
1,2
8,2
5s,1
1,2
1,2
f,2
f,2
1,2
f,2
634,2
1,2
g,2
1,1
1,2
e,2
1,2
1,2
72,2
1,2
2xr,2
2,2
f,1
1,1
e,2
1,3
1,2
d,2
2,2
5t,1
g,2
e,2
1,1
g,1
6n,2
2r4,2
35s,2
2,1
e,2
1,2
1,2
d,2
2,2
6o,2
64f,2
1,2
sf2,2
1,2
g,1
f,2
68,2
2yo,2
1,2
g,2
g,2
f,2
2,3
5q,2
64x,1
2,1
e,2
2,2
d,2
1,2
1,2
69,2
e,2
2,2
d,2
2,2
2y7,2
74,2
11qp,0
35r,3
34h,2
v,2
69,2
e,1
h,2
183j,0
74,0
16p,0
1c,0
80x,2
1ej5,1
g,3
f,2
1,2
f,1
69,2
v,1
2y7,3
3v1c,3
bbpc,2
1,2
f,2
1,2
1,2
d,2
34w,2
1,2
1,1
f,2
1,2
1,2
e,2
67,2
h,2
1,2
2y9,1
f,2
1,2
e,1
1,2
1,2
f,2
1,2
5s,1
f,3
1,2
e,1
1,1
1,1
f,1
6n,1
2r4,2
35d,2
35r,2
1,2
f,2
1,2
1,2
d,2
6a,2
vem,2
1,2
1,2
f,2
f,2
1,2
5,2
a,2
5t,2
v,2
63l,2
g,2
g,2
1,2
73,1
2xu,2
f,1
1,1
e,2
1,3
1,2
d,2
2,2
6n,2
1,1
73,2
5xd,2
35b,2
g,2
1,2
1,2
d,2
vkg,2
1,2
35r,2
1,2
6c0,1
2,1
e,2
2,2
d,2
2,2
74,2
2y7,2
74,2
11jl,3
74,0
6a8,2
v,2
69,2
e,1
h,2
183j,0
9g2,2
goge,2
1,2
h,2
35a,2
1,2
1,1
f,2
1,2
f,2
6p,2
2y9,1
f,2
1,2
v,2
69,2
14vh,2
1,2
1,2
u,2
6,2
a,2
6a9,2
w,2
9hd,2
35r,2
vkv,2
1,2
35r,2
1,2
g,2
6b6,2
1b,2
1633,0
5a9,2
v,2
6n,1
17ww,3
74,0
16p,0
73,3
h,0
1rk,0
5guz5,2
1bep,3
6bk,1
t,0
jd8y,2
72,3
2,1
e,2
2y8,3
1,2
f,2
6,1
1,1
62,1
f,3
1,2
f,2
6,2
1,2
2xl,1
1,3
1,2
e,2
1,2
1,2
4,2
w,1
5n,1
f,1
1,2
f,1
2z7,3
e,2
5,2
5s,1
c,1
v,2
5,2
64,3
5,1
f,3
1,3
9,2
1,2
11id,2
1,2
6i,2
l,2
80,3
2p6,3
1,1
1,1
f,1
1,3
4,3
1,3
1,3
a,2
4,2
1,2
63,3
g,2
4,2
1,2
f,0
6j,2
1,3
k,3
2qi,1
1,1
1,1
f,1
1,2
2,2
2,2
1,2
a,1
1,2
4,2
c,2
5q,3
1,2
g,2
1,2
2,2
2,2
1,2
a,1
1,2
1,0
72,1
2qn,1
1,3
g,2
1,2
1,2
4,2
1,2
9,2
1,2
1,2
3,2
1,2
a,2
1,1
4,2
1,2
a,2
6,2
55,3
1,2
g,2
1,2
1,3
4,2
1,2
a,1
4,1
1,1
b,1
4,2
1,2
6i,1
5,3
2qm,2
e,2
1,2
1,1
d,2
1,2
1,2
1,2
2,2
c,1
4,2
d,2
3,2
1,2
g,2
1,2
56,2
1,2
1,2
d,2
1,1
2,2
2,1
c,2
4,2
g,2
1,2
67,3
c,3
4,1
1,1
g,3
2pm,2
1,2
f,1
6,2
9,2
1,2
6,2
62,2
g,2
6,0
9,2
1,2
2y8,2
1,2
1,2
v,1
67,2
h,1
63k,2
f,2
1,2
1,2
1,2
e,2
68,1
f,2
1,2
g,1
p27,1
1,2
f,2
1,2
4,2
1,2
a,2
1,2
4,2
1,2
1,2
8,2
6,2
a,2
5e,2
f,2
g,2
1,1
4,1
2y2,1
3,1
f,1
4,3
1,3
f,1
g,1
74,1
7k,1
2p6,1
1,1
f,1
1,1
1,1
2,3
2,1
1,1
9,2
1,2
1,2
1,2
3,2
1,2
1,2
8,2
1,2
5,2
1,2
f,2
56,1
1,2
f,1
1,2
1,2
4,2
1,2
9,1
1,2
1,1
4,2
1,2
7j,1
2q2,1
1,1
1,2
5,2
a,3
5,3
1,3
9,2
1,2
1,2
1,2
1,2
2,2
1,2
1,2
8,2
2,2
4,3
1,3
f,2
1,2
56,1
1,1
e,1
1,3
5,3
1,2
9,1
1,1
1,1
1,1
3,1
1,1
1,1
8,2
2,1
4,3
1,3
7j,3
2pn,2
1,2
f,3
3,2
d,2
1,2
1,2
1,3
2,2
1,2
1,2
a,2
4,2
1,2
c,1
3,3
1,3
57,1
f,2
3,3
2,2
b,1
1,1
1,1
3,2
1,1
b,2
4,2
6k,3
l,3
g,3
2qh,2
7,2
34q,2
g,2
f,2
1,2
1,2
g,2
5r,2
x,1
2xr,2
w,2
1,2
e,2
6p,2
2xr,1
1,2
g,2
g,2
1,2
1,2
d,2
2,2
6o,2
ve6,2
1,1
2,1
3,1
1,1
f,1
1,1
1,1
6g,2
1,2
5,2
1,2
9,1
1,2
5,1
1,1
a,1
5,1
63,1
5,1
1,1
a,2
2r3,1
1,1
1,1
4,1
1,1
1,1
9,1
1,1
4,1
1,1
1,1
9,2
5,1
1,1
f,1
1,1
f,1
56,2
1,1
5,1
a,1
1,1
1,1
4,1
1,1
1,1
e,2
1,1
f,1
5s,1
1,1
2re,1
1,1
4,1
c,1
u,1
1,1
5,1
1,1
5l,2
h,1
1,1
4,1
d,2
d,1
1,1
6,1
1,1
73,1
61,1
c1d,1
1,1
7j,1
pit,0
2r4,3
6a3,1
1,1
5,1
a,1
1,1
5,1
1,1
e,1
1,1
g,1
f,0
58,2
f,2
5,2
1,1
g,1
6z,1
4,1
1,1
2q4,3
u,2
1,2
4,2
1,2
b,2
e,2
1,2
5,2
1,2
58,2
j,2
b,0
h,2
e,2
6,2
5s,2
a,2
1,2
5,3
a,1
2,2
4,2
a,2
1,2
1b,0
c6b,2
f,2
g,1
g,3
pa9,0
j,0
1,0
1,0
35r,0
74,0
624,2
g,2
f,2
1,2
f,1
1,2
5s,1
g,2
f,1
1,1
f,1
6n,1
2r3,2
1,2
5,2
1,1
9,2
1,2
1,2
4,2
1,1
9,2
6,2
1,2
9,2
1,1
5s,1
f,2
6,2
1,1
6h,2
1,2
5,2
b,2
5,2
a,2
68,1
5qq,2
75,0
64f,2
1,2
f,2
g,2
68,1
181x,0
1beo,3
9hc,0
2dcb,2
35t,2
6b8,0
atyj,0
74,0
81s,2
2,1
d,1
3,2
34t,2
g,2
f,2
9gy,2
1,2
f,2
6o,3
p2s,2
18s,3
74,3
1q8,1
72,1
11e,0
74,0
1qn,2
1,2
4,2
1,2
6y,1
2yt,2
1,2
73,2
2y6,1
i,2
1,2
356,2
9gx,3
g,1
qio,0
74,0
1sv,2
333,1
1,1
f,1
1,1
5,1
g,1
62,1
1,1
g,1
f,1
2xy,1
35s,1
1,1
f,2
1,2
b,2
1,3
3,0
1,0
67,2
g,1
1,1
f,0
1,0
7d,2
1az6,1
g,1
6m,2
h,1
1,1
2y6,1
6,1
1,1
9,1
1,1
5,1
1,1
6i,1
1,1
4,1
a,1
1536,0
63l,2
g,2
g,2
f,2
5t,2
v,1
1,2
f,2
2y8,2
6c1,2
6n,0
gbov,1
47hs,0
1,3
74,0
6an,2
jj0f,0
l49t,2
1,2
h,2
6n,2
h,2
2y5,2
1,2
1,2
f,2
1,2
e,2
1,2
67,2
1,2
h,2
2y7,2
1,2
1,2
e,2
1,2
1,2
e,2
1,2
1,2
f,2
67,2
2,2
f,1
g,1
2xd,2
f,2
1,2
e,2
2,2
1,2
e,2
1,2
6o,1
f,2
98w,2
v,2
34x,2
pa7,2
g,2
f,2
2,2
e,2
5t,2
64f,2
1,2
g,2
g,2
f,2
34h,2
g,2
1,2
1,1
e,2
1,2
1,2
f,2
69,2
f,2
1,1
2y8,1
1,0
d,2
1,2
1,2
f,2
1,2
t,2
5t,2
2,1
9a7,2
35s,2
sf2,2
1,2
w,2
f,2
2,3
6an,1
1,1
f,2
f,2
2,2
6n,2
2y9,2
1,2
e,1
1,2
e,2
2,1
1,0
68,2
11ri,0
sg,0
5hs,1
1,2
f,2
1,2
6o,2
f,2
2zz,0
74,0
dc,0
2k2,2
g,0
e,0
1,0
6p,0
e,0
cw,2
11df,0
6an,2
w,0
kf,1
2k2,3
f,2
1,2
f,1
69,0
g,3
f,1
6n,1
2rk,1
6o,0
1,0
73,1
5cdt,3
b8ji,2
1,2
1,2
u,2
34w,2
1,2
g,2
1,2
e,2
1,2
34y,1
e,2
1,2
1,2
e,2
2,2
f,2
67,2
2,2
g,1
f,1
2xs,2
1,2
1,2
u,2
6a8,2
g,2
1,2
1,1
d,2
69,2
ven,2
6c0,2
g,2
35c,2
2,1
e,2
1,2
1,2
f,2
6o,2
2y9,2
e,2
1,2
1,2
72,2
640,2
2,2
f,2
yqn,2
w,2
6b4,1
g,2
f,2
1bdu,2
f,2
6p,2
f,2
64x,2
e,2
1,2
73,2
14wh,0
69u,2
g,2
f,2
69,2
g,2
f,2
2mkw,3
ehhc,2
v,2
vkw,2
9i9,2
9hc,2
3y7l,2
61gkg,1
73,3
82,3
2q7,1
f,1
72,2
76,3
2r5,2
2,2
b,2
j,3
6l,2
4,2
1,2
2xn,2
1,2
k,2
w,1
f,1
5t,1
8f,1
2q5,1
78,1
1c,2
68,1
c,3
2sg,2
e7,2
yc2,2
1,1
1,2
f,2
h,2
5q,1
1,2
f,1
1,1
e,2
2,2
6m,2
1,3
i,3
h,3
6k,1
2cx,3
5q,2
1,2
1,1
1,1
e,1
1,3
1,1
1,3
1,3
b,2
1,1
1,2
1,2
1,2
1,2
d,1
1,2
g,1
h,1
4s,2
1,2
2,1
f,3
1,3
1,2
1,2
b,0
2,1
1,0
1,0
1,0
d,1
h,2
h,2
6k,3
4,3
g,3
1,3
2p7,2
1,1
1,1
f,1
1,1
1,3
1,2
1,2
b,2
1,1
1,2
1,2
1,2
1,2
d,1
1,2
2,2
e,1
h,1
4s,2
1,2
g,2
1,3
2,2
1,2
b,0
1,1
1,1
1,0
1,0
1,1
d,1
h,2
h,2
5p,1
3,3
2kx,3
5n,2
1,2
h,2
1,1
2,2
c,2
1,2
1,2
1,2
1,2
b,2
1,2
1,1
2,2
1,2
f,2
g,2
4s,2
1,2
h,2
3,2
d,1
3,1
g,2
7z,3
2pq,2
1,2
1,2
d,1
1,2
1,2
2,2
d,1
3,2
g,2
5p,3
f,2
1,1
3,1
d,2
3,2
g,2
6o,1
c,3
2q9,2
1,2
e,2
1,2
e,2
2,1
6n,1
1,1
2xr,2
1,2
f,1
1,1
e,2
1,2
1,2
e,2
5t,2
1,2
f,2
f,2
1,2
2xs,2
g,2
1,2
1,2
72,2
2y8,2
1,2
f,2
1,2
1,2
1,2
d,2
1,2
e,2
2,2
5r,2
1,1
f,2
1,2
1,2
e,1
1,1
owg,3
5r,1
1,1
1,3
1,1
d,1
1,1
1,1
1,2
1,2
2,2
9,2
1,1
1,2
1,2
1,2
1,2
2,2
c,2
1,2
1,2
e,1
h,1
4t,1
1,1
f,2
1,2
1,2
1,2
1,2
b,0
1,1
1,3
1,1
1,1
1,1
d,1
1,2
81,1
2ps,2
1,1
d,3
1,3
1,3
1,3
d,1
1,3
1,1
1,1
b,1
2,1
1,1
1,3
1,1
f,1
5q,3
1,1
g,1
1,1
c,1
4,3
1,1
f,1
5t,2
d,1
1,1
1,3
g,3
h,1
2p8,1
1,1
1,1
e,1
1,1
1,1
1,1
1,1
b,2
1,1
1,2
1,2
1,2
1,2
2,2
b,1
1,3
1,3
f,1
2,2
f,1
4t,1
1,1
f,2
1,2
1,2
1,2
1,2
b,2
1,1
1,1
1,1
1,1
1,2
d,1
1,2
1,3
74,3
1,1
f,3
2pp,2
1,2
f,3
4,3
c,2
1,2
1,2
1,2
1,2
d,2
3,3
f,3
1,2
f,3
4t,1
1,1
f,2
4,3
c,1
1,1
2,2
1,1
b,2
2,1
3,3
f,3
66,3
y,3
1,3
2po,1
1,2
f,1
1,3
2,1
d,2
1,2
1,2
1,2
1,2
d,2
3,2
g,3
5o,2
4,2
c,2
1,1
1,1
2,2
d,2
3,2
6o,3
b,2
2q9,2
g,2
1,2
e,2
1,2
1,2
1,2
1,2
3,2
b,2
i,3
59,2
w,2
1,1
81,1
2pq,1
1,1
f,1
1,1
e,2
1,2
1,2
67,2
g,2
f,1
1,1
2xs,2
g,2
f,2
1,2
1,2
67,2
2yo,2
1,2
f,2
1,2
e,2
1,2
1,2
1,2
d,2
2,2
5r,2
g,2
1,2
e,1
1,2
1,2
p42,1
e8,1
g,3
5p,0
i,0
2kg,3
h,1
5o,2
z,3
e8,3
2jh,1
3,1
1,1
1,1
e,1
1,1
1,1
e,3
1,1
f,1
5t,2
1,2
b,1
4,1
1,1
g,1
67,2
1,1
1a,1
1,3
2q5,1
1,1
2,1
1,1
d,1
3,1
f,1
1,1
g,1
f,1
1,1
5c,1
c,1
1,1
2,1
1,1
f,1
1,2
f,1
1,1
5s,1
2rg,1
1,1
3,1
d,1
u,1
5,1
64,1
4,1
2y4,1
1f,1
65,1
z,1
631,1
35s,1
1,1
7j,1
1,1
s9u,3
1,3
73,3
2wu,1
g,2
f,1
1,2
y,3
5a,1
g,2
2yq,1
d,2
1,1
2,1
e,1
3,1
f,3
5t,2
g,2
d,1
74,3
3,1
2r0,2
4,2
d,2
f,2
4,2
5s,2
c,2
10,2
5n,2
1,2
4,2
g,2
g,2
2qk,1
g,2
1,2
g,2
6an,1
g,2
1,2
g,1
34v,1
2,1
e,2
1,2
1,2
f,1
yqp,2
v,1
34z,2
c,2
4,2
e,1
2,2
dc,2
g,2
g,2
2r1,2
1,2
19,2
1,2
5u,0
19,2
1,2
69,3
e,3
1,3
73,1
5pe,2
g,2
35c,2
g,2
11w2,2
g,2
g,2
f,2
1,2
f,1
5d,1
g,2
g,1
v,1
6n,3
1,1
g,2
2q5,2
g,2
1,2
1,2
73,2
6n,2
1,2
f,2
g,2
5xf,2
74,2
2xt,1
v,2
1,2
f,1
6o,2
1b74,0
g,0
1882,3
v,2
188u,2
6bm,2
9e6o,1
dp,2
92o,1
36o,2
11ww,2
j,1
6l,2
2rj,2
2,3
5q,2
1,2
1,2
f,2
1,2
1,2
d,2
2,2
g,1
i,2
58,2
1,2
g,2
f,0
2xs,2
1,2
g,2
3,2
d,2
1,2
66,2
1,2
j,2
2ym,2
1,2
e,1
1,2
1,2
f,1
68,3
1,2
e,2
1,1
g,1
2xs,2
f,1
6ao,2
1,2
f,2
1,2
e,2
69,2
g,2
f,2
63l,2
1,2
f,2
1,2
f,2
1,2
p3i,2
2,2
5q,2
1,2
1,2
f,2
1,1
e,2
1,2
1,2
5,2
1,2
8,2
7,2
5l,2
1,2
1,2
f,2
f,2
1,2
1,2
72,2
mq,3
25s,1
2,1
70,1
2ww,2
1,2
1,1
f,2
1,1
2,1
c,2
1,2
1,2
1,2
1,2
1,2
2,2
a,2
3,3
s,3
4x,2
g,2
f,2
1,2
2,1
1,1
c,3
2xd,2
h,1
g,2
2,2
1,2
d,2
6n,1
1,1
3,2
2yk,2
1,2
3,2
70,1
63k,2
v,2
69,1
65c,2
1,2
p3m,3
5o,2
1,2
g,1
1,1
e,2
1,1
1,2
66,2
i,2
e,2
2,0
2xq,2
1,1
g,1
f,2
1,2
f,3
2,3
5q,2
1,2
g,2
g,2
f,3
2,3
2xu,1
1,1
c,1
3,1
1,1
b,1
5,1
6z,1
kh,1
2cx,2
f,1
g,2
1,2
e,2
2,2
2,2
1,2
34t,1
3,1
c,2
1,2
1,2
2,2
b,2
1,2
1,2
3,0
68,2
g,1
d,1
3,2
2y4,1
6bk,1
35d,1
f,1
1,2
yr3,2
1,1
g,1
35a,1
1,1
1,1
3,1
b,1
1,2
1,1
3,1
b,1
1,1
68,1
4,1
c,1
1,1
3,1
12d7,3
f6b,2
6n,0
e6,3
5qq,1
34x,1
v,1
7k,0
1b74,1
1,2
m5,0
ewhf,3
5b,2
f,2
2,2
35r,2
g,2
6o,2
2yo,2
f,1
1,2
35e,2
11wt,2
w,2
1,2
e,2
2,2
6n,2
1,2
2zk,1
74,1
2wv,2
1,2
f,2
1,2
1,1
e,2
1,2
1,2
d,2
1,2
f,2
5t,2
1,2
f,2
f,2
2xd,1
g,1
g,2
1,2
6n,2
g,2
1,2
2yn,2
1,2
cn3,2
p9b,2
1e,1
34e,2
1,2
1c,2
g,2
5b,2
64x,1
1,1
f,1
1,2
e,2
2,2
68,2
g,1
e,2
181d,2
g,3
34x,1
f,1
1,2
g,2
68,2
f,1
1,1
g,2
6n,1
2r5,1
g,1
e,1
1,1
1,1
67,1
1,1
g,1
f,1
1,1
6n,1
74,1
5qp,0
e,0
1,2
1ejj,1
1,1
gi5e,2
g,2
v,2
69,2
f,1
2ya,1
g,2
34v,2
f,2
1,2
e,2
1,2
1,2
f,2
69,2
f,1
g,1
2xs,2
1,2
1,1
f,2
1,2
11xa,2
e,2
6ar,2
e,2
v,3
34i,2
1,1
e,2
1,2
1,2
f,2
6o,2
2ya,2
d,2
1,2
1,2
g,2
t,2
5t,2
2,1
11qn,1
34f,2
w,2
f,2
2,3
6an,1
g,2
f,2
2,2
34x,2
v,1
1,2
11xq,0
35c,3
74,3
2xs,1
1,2
f,2
1,2
6o,2
3ku,0
2k2,2
g,0
e,0
1,0
69,1
g,0
e,0
cw,2
116q,3
72,0
1,0
6a9,2
w,3
f,2
k0,1
2k2,3
f,2
1,0
f,1
v,0
5e,0
f,1
1,3
f,1
v,0
5s,1
2rj,1
1,1
f,1
1,1
68,1
1,1
e,1
h,1
68,1
f,1
1,1
13200,2
1,2
f,2
1,2
1,2
d,2
69,2
2yn,2
1,2
g,2
f,2
35f,2
35s,2
1,2
35r,2
